0: output to qw.linear.o
Could not open qw.linear.config. Generating configurations from scratch
1183: Timestep is 1.73085
1959: Timestep is 1.73085
1433: Timestep is 1.73085
587: Timestep is 1.73085
897: Timestep is 1.73085
1185: Timestep is 1.73085
1960: Timestep is 1.73085
588: Timestep is 1.73085
1186: Timestep is 1.73085
17: Timestep is 1.73085
898: Timestep is 1.73085
1699: Timestep is 1.73085
1187: Timestep is 1.73085
1961: Timestep is 1.73085
1435: Timestep is 1.73085
590: Timestep is 1.73085
343: Timestep is 1.73085
18: Timestep is 1.73085
899: Timestep is 1.73085
1700: Timestep is 1.73085
1188: Timestep is 1.73085
1962: Timestep is 1.73085
1436: Timestep is 1.73085
591: Timestep is 1.73085
344: Timestep is 1.73085
